block_id,street,barrio,tipo_c,red_jerarq,length_m,n_shapes,buses_hour,buses_hour_n,buses_hour_d,lines_gtfs,lines,n_lines
11929,CAMARONES,Villa Gral. Mitre,CALLE,VÍA LOCAL,134.5,1,5.7,4.0,3.0,047,047,1
11930,CONDARCO,,CALLE,VÍA LOCAL,133.0,0,0,0,0,,,0
11931,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,31.2,1,15.0,4.0,7.5,135,135,1
11932,ARGERICH,Villa Santa Rita,CALLE,VÍA LOCAL,128.7,0,0,0,0,,,0
11933,LASCANO,Villa Del Parque,CALLE,VÍA LOCAL,60.4,3,31.0,14.5,15.5,109 135,109 135,2
11934,MARTIN PESCADOR,Villa Del Parque,PASAJE,VÍA LOCAL,62.3,0,0,0,0,,,0
11935,"DIAZ, CESAR, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,123.5,2,17.1,8.0,8.0,110,110,1
11936,"BUFANO, ALFREDO R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,133.6,0,0,0,0,,,0
11937,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.1,0,0,0,0,,,0
11938,SAN JOSE,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,125.6,2,34.0,22.5,16.0,023 102,023 102,2
11939,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,148.4,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11940,SAAVEDRA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,125.2,8,42.0,11.0,15.3,057 168,008 057 168,3
11941,RIVADAVIA AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,114.7,26,156.8,94.1,80.4,005 008 019 086 088 090 103 105 132 151,005 008 019 086 088 090 103 105 132 151,10
11942,"SALGUERO, JERONIMO",Almagro,CALLE,VÍA LOCAL,157.7,16,83.2,45.4,40.2,019 090 127 128 151 160,019 090 127 128 151 160,6
11943,LEZICA,Almagro,PASAJE,VÍA LOCAL,168.5,0,0,0,0,,,0
11944,"GIANANTONIO, CARLOS A. DR.",Almagro,PASAJE,VÍA LOCAL,186.7,0,0,0,0,,,0
11945,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,86.9,0,0,0,0,,,0
11946,"BEIRO, FRANCISCO AV.",Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,112.6,22,148.6,59.0,61.6,025 080 085 108 146,025 080 085 108 146,5
11947,BERMUDEZ,Villa Devoto,CALLE,VÍA LOCAL,96.0,3,25.8,12.2,12.7,025 107,025 107,2
11948,ESCRIBANO,Caballito,CALLE,VÍA LOCAL,76.6,0,0,0,0,,,0
11949,NUMANCIA,Caballito,CALLE,VÍA LOCAL,74.8,0,0,0,0,,,0
11950,LA COMUNA,Villa Santa Rita,CALLE,VÍA LOCAL,136.6,0,0,0,0,,,0
11951,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,27.3,1,15.0,4.0,7.5,135,135,1
11952,ARENGREEN,Caballito,CALLE,VÍA LOCAL,68.6,0,0,0,0,,,0
11953,COLPAYO,Caballito,CALLE,VÍA LOCAL,124.4,0,0,0,0,,,0
11954,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,111.1,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11955,MISIONES,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,126.3,0,0,0,0,,,0
11956,"ARANGUREN, JUAN F., DR.",Caballito,CALLE,VÍA LOCAL,87.6,0,0,0,0,,,0
11958,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,121.9,0,0,0,0,,,0
11959,"SAENZ PEÑA, LUIS, PRES.",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,127.9,12,64.3,32.9,35.8,023 060 102,023 060 102,3
11960,GASCON,Almagro,CALLE,VÍA LOCAL,133.0,3,32.0,13.0,10.0,026 105,026 105,2
11961,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,94.1,9,29.3,12.2,17.0,103 111,103 111,2
11962,PASEO COLON AV.,Monserrat,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,85.0,117,437.8,215.9,223.2,008 029 033 061 062 064 074 086 093 111 130 143 152 159 195,008 029 033 061 062 064 074 086 093 111 130 143 152 159 195,15
11963,"FIGUEROA, D. APOLINARIO, CORONEL",Caballito,CALLE,VÍA LOCAL,117.5,2,12.3,7.5,2.7,076,076,1
11964,"OROÑO, NICASIO",Caballito,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,127.4,0,0,0,0,,,0
11965,"VIALE, LUIS",Caballito,CALLE,VÍA LOCAL,94.2,0,0,0,0,,,0
11966,"CRUZ, JUANA INES DE LA, SOR",Caballito,CALLE,VÍA LOCAL,111.6,0,0,0,0,,,0
11967,ALVAREZ JONTE AV.,,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,103.7,3,31.0,14.5,15.5,109 135,109 135,2
11968,LLAVALLOL,Villa Del Parque,CALLE,VÍA LOCAL,82.6,0,0,0,0,,,0
11969,"DANTAS, JULIO S.",Villa Santa Rita,CALLE,VÍA LOCAL,46.1,0,0,0,0,,,0
11970,CAMPANA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,84.5,0,0,0,0,,,0
11971,"ESCALADA DE SAN MARTIN, R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,59.2,0,0,0,0,,,0
11972,BAIGORRIA,,CALLE,VÍA LOCAL,53.0,2,16.0,10.5,8.0,109,109,1
11973,SIERRA GRANDE,Villa Devoto,PASAJE,VÍA LOCAL,117.1,0,0,0,0,,,0
11974,FRANKLIN,Caballito,CALLE,VÍA LOCAL,110.3,4,46.0,29.2,16.2,099 106 124,099 106 124,3
11975,PUJOL,Caballito,CALLE,VÍA LOCAL,154.6,0,0,0,0,,,0
11976,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,31.8,0,0,0,0,,,0
11977,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,90.4,0,0,0,0,,008,1
11978,BALCARCE,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,130.0,0,0,0,0,,008,1
11979,"COGHLAN, JUAN M.",Villa Devoto,PASAJE,VÍA LOCAL,145.1,0,0,0,0,,,0
11980,"JUAREZ, BENITO",Villa Devoto,CALLE,VÍA LOCAL,47.0,0,0,0,0,,,0
11981,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.9,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11982,JUJUY AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,127.5,74,287.0,147.5,129.0,008 041 057 061 062 064 086 088 098 101 115 118 129 168 188 194,008 041 057 061 062 064 086 088 098 101 115 118 129 168 188 194,16
11983,SANTO TOME,Villa Del Parque,CALLE,VÍA LOCAL,112.5,1,10.0,9.2,3.3,124,124,1
11984,"GONZALEZ, JOAQUIN V.",,CALLE,VÍA LOCAL,164.0,0,0,0,0,,,0
11985,GALICIA,Villa Gral. Mitre,CALLE,VÍA LOCAL,128.4,0,0,0,0,,,0
11986,"TRELLES, MANUEL R.",Villa Gral. Mitre,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,135.9,1,20.0,7.5,7.5,044,044,1
11987,"SOLA, MANUEL",Villa Devoto,PASAJE,VÍA LOCAL,187.0,0,0,0,0,,,0
11988,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,53.0,7,22.5,12.8,17.0,085 114,085 114,2
11989,"MORAN, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,48.6,0,0,0,0,,,0
11990,"CALDERON DE LA BARCA, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,97.6,0,0,0,0,,,0
11991,"JAURETCHE, ARTURO",Caballito,CALLE,VÍA LOCAL,145.7,0,0,0,0,,,0
11992,"AMBROSETTI, JUAN B.",Caballito,CALLE,VÍA LOCAL,97.9,0,0,0,0,,,0
11993,QUERANDIES,Almagro,CALLE,VÍA LOCAL,134.3,0,0,0,0,,,0
11994,PRINGLES,Almagro,CALLE,VÍA LOCAL,86.9,0,0,0,0,,,0
11995,GONZALEZ CATAN,Villa Devoto,PASAJE,VÍA LOCAL,150.8,0,0,0,0,,,0
11996,"PAZ, MARCOS",Villa Devoto,CALLE,VÍA LOCAL,49.5,0,0,0,0,,,0
11997,"LAMARCA, EMILIO",Villa Del Parque,CALLE,VÍA LOCAL,59.8,2,16.0,10.5,8.0,109,109,1
11998,LEZICA,Almagro,PASAJE,VÍA LOCAL,109.5,0,0,0,0,,,0
12000,"JUSTO, JUAN B. AV.",Villa Gral. Mitre,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,140.5,18,130.0,58.9,65.4,034 110 166,034 110 166,3
12001,BOYACA,Villa Gral. Mitre,CALLE,VÍA LOCAL,127.5,3,24.2,11.3,12.0,110 113,110 113,2
12002,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,134.5,0,0,0,0,,,0
12003,"CEVALLOS, VIRREY",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,134.3,0,0,0,0,,,0
12004,TINOGASTA,Villa Devoto,CALLE,VÍA LOCAL,72.5,0,0,0,0,,,0
12005,CHUMBICHA,Villa Devoto,PASAJE,VÍA LOCAL,130.1,0,0,0,0,,,0
12006,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.5,0,0,0,0,,,0
12007,DEFENSA,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.4,0,0,0,0,,,0
12008,TRES ARROYOS,Villa Gral. Mitre,CALLE,VÍA LOCAL,72.1,0,0,0,0,,,0
12009,MEDANOS,Villa Gral. Mitre,PASAJE,VÍA LOCAL,143.6,0,0,0,0,,,0
12011,GAONA AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,59.2,6,54.4,50.1,20.3,076 099 106 124,076 099 106 124,4
12012,PAYSANDU,Caballito,CALLE,VÍA LOCAL,153.0,0,0,0,0,,,0
12013,"VALLESE, FELIPE",Caballito,CALLE,VÍA LOCAL,154.6,0,0,0,0,,,0
12014,HIDALGO,Caballito,CALLE,VÍA LOCAL,129.0,0,0,0,0,,092,1
12015,CAMPANA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,20.0,0,0,0,0,,,0
12016,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,53.8,0,0,0,0,,,0
12017,"CANTILO, JOSE LUIS",Villa Devoto,CALLE,VÍA LOCAL,83.1,0,0,0,0,,,0
12018,RIO SALADO,Villa Devoto,PASAJE,VÍA LOCAL,101.2,0,0,0,0,,,0
12019,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA LOCAL,138.0,14,43.0,23.8,21.5,008 086 194,008 086 194,3
12020,CATAMARCA,Balvanera,CALLE,VÍA LOCAL,129.3,29,84.0,40.5,38.8,088 098 115 129 194,088 098 115 129 194,5
12021,PLANES,Caballito,CALLE,VÍA LOCAL,86.0,0,0,0,0,,,0
12022,"REPETTO, NICOLAS, DR.",Caballito,CALLE,VÍA LOCAL,125.6,0,0,0,0,,,0
12023,NOGOYA,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.6,3,26.9,14.5,14.0,047 109,047 109,2
12024,SANABRIA,Villa Devoto,CALLE,VÍA LOCAL,49.0,7,22.5,12.8,18.0,085 114,085 114,2
12025,"SASTRE, MARCOS",Monte Castro,CALLE,VÍA LOCAL,106.4,1,10.0,9.2,3.3,124,124,1
12026,CHIVILCOY,Monte Castro,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,131.4,0,0,0,0,,,0
12027,"GONZALEZ, ELPIDIO",Villa Santa Rita,CALLE,VÍA LOCAL,136.7,0,0,0,0,,,0
12028,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,30.9,1,15.0,4.0,7.5,135,135,1
12029,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,131.2,0,0,0,0,,,0
12030,SOLIS,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,134.6,8,39.1,28.9,24.1,006 050 150,006 050 150,3
12031,QUERANDIES,Almagro,CALLE,VÍA LOCAL,51.9,0,0,0,0,,,0
12032,SAN BLAS,Villa Santa Rita,CALLE,VÍA LOCAL,135.8,0,0,0,0,,,0
12033,NAZCA AV.,Villa Santa Rita,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,66.9,22,157.1,82.0,77.5,063 084 110 124 133 134,063 084 110 124 133 134,6
12034,"MAGARIÑOS CERVANTES, A.",Villa Gral. Mitre,CALLE,VÍA LOCAL,141.6,3,23.1,12.0,10.8,047 110,047 110,2
12035,ESTADO PLURINACIONAL DE BOLIVIA,Villa Gral. Mitre,CALLE,VÍA LOCAL,133.5,1,6.7,2.0,4.3,113,113,1
12036,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.0,0,0,0,0,,,0
12037,BOLIVAR,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,127.1,0,0,0,0,,,0
12038,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,69.0,1,15.0,4.0,7.5,135,135,1
12039,"GARCIA, CEFERINO, AGENTE",Villa Santa Rita,PASAJE,VÍA LOCAL,129.9,0,0,0,0,,,0
12040,ARENGREEN,Caballito,CALLE,VÍA LOCAL,67.8,0,0,0,0,,,0
12041,"MACIEL, FRANCISCO A.",Caballito,CALLE,VÍA LOCAL,124.6,0,0,0,0,,,0
12042,LASCANO,Villa Del Parque,CALLE,VÍA LOCAL,73.1,3,31.0,14.5,15.5,109 135,109 135,2
12043,CONCORDIA,Villa Del Parque,CALLE,VÍA LOCAL,152.7,0,0,0,0,,,0
12044,BAIGORRIA,,CALLE,VÍA LOCAL,47.2,2,16.0,10.5,8.0,109,109,1
12045,NEVADA,Villa Devoto,PASAJE,VÍA LOCAL,116.7,0,0,0,0,,,0
12046,"VALLESE, FELIPE",Caballito,CALLE,VÍA LOCAL,30.0,0,0,0,0,,,0
12047,"VIRASORO, VALENTIN",Caballito,CALLE,VÍA LOCAL,128.1,0,0,0,0,,,0
12048,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA LOCAL,134.5,13,29.4,28.5,26.0,008 086 088,008 086 088,3
12049,LA RIOJA,Balvanera,CALLE,VÍA LOCAL,126.1,6,76.1,38.0,26.0,007 101 132,007 101 132,3
12050,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,31.0,0,0,0,0,,,0
12051,RIVADAVIA AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,125.0,22,109.1,73.4,56.9,005 008 086 088 103 105 132,005 008 086 088 103 105 132,7
12052,MEDRANO AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,72.8,13,51.3,22.9,21.2,026 127 128 160,026 127 128 160,4
12053,ESCRIBANO,Caballito,CALLE,VÍA LOCAL,76.1,0,0,0,0,,,0
12054,OTAMENDI,Caballito,CALLE,VÍA LOCAL,77.0,2,17.2,8.0,7.5,065,065,1
12055,"ARANGUREN, JUAN F., DR.",Caballito,CALLE,VÍA LOCAL,77.6,0,0,0,0,,,0
12056,CAMPICHUELO,Caballito,CALLE,VÍA LOCAL,137.5,15,48.0,23.5,27.0,015 065 112,015 065 112 119,4
12057,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,129.4,0,0,0,0,,,0
12058,PERU,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,115.8,3,13.0,10.2,7.0,024,024 126,2
12059,AVELLANEDA,Caballito,CALLE,VÍA LOCAL,140.1,2,17.2,8.0,7.5,065,065,1
12060,"ACEVEDO, EDUARDO",Caballito,CALLE,VÍA LOCAL,79.8,0,0,0,0,,,0
12061,"ESCALADA DE SAN MARTIN, R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,59.6,0,0,0,0,,,0
12062,CARACAS,Villa Gral. Mitre,CALLE,VÍA LOCAL,132.8,0,0,0,0,,,0
12063,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,131.8,4,22.9,8.7,8.2,168,168,1
12064,ENTRE RIOS AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,128.8,22,153.3,54.5,78.6,006 008 012 037 050 056 090 129 150 151,006 008 012 037 050 056 090 129 150 151,10
12065,"PAZ, GRAL. AV.",Villa Devoto,AVENIDA,VÍA TRONCAL,95.9,21,117.4,48.0,57.6,021 028 117 161,021 028 117 161,4
12067,NAVARRO,Villa Devoto,CALLE,VÍA LOCAL,172.9,1,12.0,4.0,5.2,025,025,1
12068,CERVANTES,Villa Devoto,CALLE,VÍA LOCAL,101.1,2,12.9,13.8,6.1,107,107,1
12069,"VARELA, JOSE PEDRO",Villa Devoto,CALLE,VÍA LOCAL,145.7,1,12.0,7.5,5.0,025,025,1
12070,QUEVEDO,Villa Devoto,CALLE,VÍA LOCAL,140.8,1,12.0,7.5,5.0,025,025,1
12071,SANCHEZ DE LORIA,,CALLE,VÍA LOCAL,99.4,0,0,0,0,,,0
12072,GASCON,Almagro,CALLE,VÍA LOCAL,33.6,3,32.0,13.0,10.0,026 105,026 105,2
12073,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA LOCAL,132.1,15,68.4,50.5,38.0,008 086 088 132,008 086 088 132,4
12074,"URQUIZA, GRAL.",Balvanera,CALLE,VÍA LOCAL,125.7,10,60.8,35.2,32.0,007 031 032 041 075,007 031 032 041 075,5
12075,SIMBRON,Villa Devoto,CALLE,VÍA LOCAL,145.2,0,0,0,0,,,0
12076,DESAGUADERO,Villa Devoto,CALLE,VÍA LOCAL,118.5,0,0,0,0,,,0
12077,"INGENIEROS, JOSE",Villa Santa Rita,PASAJE,VÍA LOCAL,140.5,0,0,0,0,,,0
12078,ARGERICH,Villa Santa Rita,CALLE,VÍA LOCAL,66.7,0,0,0,0,,,0
12079,ARREGUI,Villa Del Parque,CALLE,VÍA LOCAL,144.3,0,0,0,0,,,0
12080,SAN NICOLAS,Villa Del Parque,CALLE,VÍA LOCAL,118.1,0,0,0,0,,,0
12081,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,130.5,0,0,0,0,,,0
12082,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",Monserrat,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,172.4,36,152.1,88.7,74.9,008 022 024 028 029 086 126,008 022 024 028 029 086 126,7
12083,CHACABUCO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.7,0,0,0,0,,008,1
12084,QUERANDIES,Almagro,CALLE,VÍA LOCAL,83.6,0,0,0,0,,,0
12085,YATAY,Almagro,CALLE,VÍA LOCAL,98.3,0,0,0,0,,,0
12086,ARENGREEN,Caballito,CALLE,VÍA LOCAL,40.1,0,0,0,0,,,0
12087,"DEMARIA, ISIDORO",Caballito,CALLE,VÍA LOCAL,125.1,0,0,0,0,,,0
12088,"ALSINA, ADOLFO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,138.9,4,22.9,8.7,8.2,168,168,1
12089,COMBATE DE LOS POZOS,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,129.9,12,98.3,39.7,52.5,012 037 056 090 151,012 037 056 090 151,5
12090,"CANTILO, JOSE LUIS",Villa Devoto,CALLE,VÍA LOCAL,44.9,0,0,0,0,,,0
12091,"LOPEZ, JUAN PABLO",Villa Devoto,PASAJE,VÍA LOCAL,100.9,0,0,0,0,,,0
12092,"COSSETTINI, OLGA",Puerto Madero,CALLE,VÍA LOCAL,121.7,0,0,0,0,,,0
12093,"VILLAFLOR, AZUCENA",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,188.8,1,2.0,0.0,1.5,002,002,1
12094,"PAINE, AIME",Puerto Madero,CALLE,VÍA LOCAL,260.7,0,0,0,0,,,0
12095,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA LOCAL,139.8,15,68.4,50.5,38.0,008 086 088 132,008 086 088 132,4
12096,"MORAN, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,63.5,0,0,0,0,,,0
12097,ALTA GRACIA,Villa Devoto,PASAJE,VÍA LOCAL,98.2,0,0,0,0,,,0
12098,EL DOMADOR,Villa Santa Rita,CALLE,VÍA LOCAL,136.7,0,0,0,0,,,0
12099,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,33.1,1,15.0,4.0,7.5,135,135,1
12100,"JUSTO, JUAN B. AV.",Villa Gral. Mitre,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,64.9,16,112.8,50.9,57.6,034 110 166,034 110 166,3
12101,LA FRONDA,Villa Gral. Mitre,PASAJE,VÍA LOCAL,126.7,0,0,0,0,,,0
12102,NAZARRE,Villa Devoto,CALLE,VÍA LOCAL,144.4,0,0,0,0,,,0
12103,"PAZ, MARCOS",Villa Devoto,CALLE,VÍA LOCAL,49.9,0,0,0,0,,,0
12104,ALVAREZ JONTE AV.,,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,75.1,3,31.0,14.5,15.5,109 135,109 135,2
12105,"VILARDEBO, TEODORO",Villa Del Parque,CALLE,VÍA LOCAL,113.6,0,0,0,0,,,0
12106,"DEALESSI, PIERINA",Puerto Madero,CALLE PEATONAL,VÍA LOCAL,149.9,0,0,0,0,,,0
12107,MELINCUE,Villa Devoto,CALLE,VÍA LOCAL,187.7,1,10.9,4.0,6.0,047,047,1
12108,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,53.1,7,22.5,12.8,17.0,085 114,085 114,2
12109,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,132.5,0,0,0,0,,,0
12110,PIEDRAS,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.0,0,0,0,0,,,0
12111,GAONA AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,67.2,6,54.4,50.1,20.3,076 099 106 124,076 099 106 124,4
12112,TRES ARROYOS,Villa Gral. Mitre,CALLE,VÍA LOCAL,72.7,0,0,0,0,,,0
12113,"LAMAS, ANDRES",Villa Gral. Mitre,CALLE,VÍA LOCAL,140.7,0,0,0,0,,,0
12114,"VILLAFLOR, AZUCENA",Puerto Madero,BOULEVARD,VÍA DISTRIBUIDORA COMPLEMENTARIA,60.8,1,2.0,0.0,1.5,002,002,1
12115,MANSO JUANA,Puerto Madero,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,120.6,0,0,0,0,,,0
12117,"VEDIA, ENRIQUE DE",Villa Del Parque,PASAJE,VÍA LOCAL,158.2,0,0,0,0,,,0
12118,BAIGORRIA,,CALLE,VÍA LOCAL,43.9,2,16.0,10.5,8.0,109,109,1
12119,GUALEGUAYCHU,Villa Devoto,CALLE,VÍA LOCAL,116.6,0,0,0,0,,,0
12120,"ALSINA, ADOLFO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,134.7,4,22.9,8.7,8.2,168,168,1
12121,SARANDI,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,130.9,0,0,0,0,,,0
12122,TINOGASTA,Villa Devoto,CALLE,VÍA LOCAL,72.6,0,0,0,0,,,0
12123,ALLENDE,Villa Devoto,CALLE,VÍA LOCAL,128.4,0,0,0,0,,,0
12124,"VIALE, LUIS",Caballito,CALLE,VÍA LOCAL,110.5,0,0,0,0,,,0
12125,"ALVAREZ, DONATO, TTE. GRAL.",,CALLE,VÍA LOCAL,126.5,1,20.0,7.5,7.5,044,044,1
12126,"LOZANO, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,144.9,0,0,0,0,,,0
12127,"JUAREZ, BENITO",Villa Devoto,CALLE,VÍA LOCAL,62.9,0,0,0,0,,,0
12128,"GONZALEZ, ELPIDIO",Villa Santa Rita,CALLE,VÍA LOCAL,68.2,0,0,0,0,,,0
12129,"DIAZ, CESAR, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,128.7,2,17.1,8.0,8.0,110,110,1
12130,"ARTIGAS, JOSE GERVASIO, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,133.1,1,7.1,2.0,4.3,113,113,1
12131,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,68.4,1,15.0,4.0,7.5,135,135,1
12132,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,35.4,0,0,0,0,,,0
12133,CAMARONES,Villa Santa Rita,CALLE,VÍA LOCAL,142.7,1,5.7,4.0,3.0,047,047,1
12134,TERRADA,Villa Santa Rita,CALLE,VÍA LOCAL,133.1,0,0,0,0,,,0
12135,FRANKLIN,Caballito,CALLE,VÍA LOCAL,136.8,4,46.0,29.2,16.2,099 106 124,099 106 124,3
12136,ESPINOSA,Caballito,CALLE,VÍA LOCAL,135.1,0,0,0,0,,,0
12137,MORENO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,129.4,3,12.2,4.0,6.0,103,103,1
12138,TACUARI,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,122.5,0,0,0,0,,,0
12139,"FIGUEROA, D. APOLINARIO, CORONEL",Caballito,CALLE,VÍA LOCAL,122.4,2,12.3,7.5,2.7,076,076,1
12140,"SEGUI, F. J., ALTE.",Caballito,CALLE,VÍA LOCAL,127.4,0,0,0,0,,,0
12141,AZOPARDO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,73.5,9,29.3,12.2,17.0,103 111,103 111,2
12142,ARENGREEN,Caballito,CALLE,VÍA LOCAL,52.7,0,0,0,0,,,0
12143,ROJAS,Caballito,CALLE,VÍA LOCAL,125.8,0,0,0,0,,,0
12144,"ALSINA, ADOLFO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.5,4,22.9,8.7,8.2,168,168,1
12145,RINCON,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,131.4,0,0,0,0,,,0
12146,SANABRIA,Villa Devoto,CALLE,VÍA LOCAL,57.6,7,22.5,12.8,18.0,085 114,085 114,2
12147,CALABRIA AV.,Puerto Madero,AVENIDA,VÍA LOCAL,97.8,2,4.0,0.0,3.0,002,002,1
12148,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,77.6,0,0,0,0,,,0
12149,LOPE DE VEGA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,48.6,6,40.5,21.2,18.8,053 124 135,053 124 135,3
12150,AVELLANEDA,Caballito,CALLE,VÍA LOCAL,75.4,2,17.2,8.0,7.5,065,065,1
12151,NUMANCIA,Caballito,CALLE,VÍA LOCAL,77.9,0,0,0,0,,,0
